Age Band,Gender,Patient Health Risk Level,Clinical Condition Type,Clinical Condition,Managing Physician Specialty,Managing Physician,Member Count,Episode Count,YTD Inpatient Short Stay Utilization,Annualized Inpatient Short Stay Utilization,Benchmark Inpatient Short Stay Utilization,YTD 30D Readmission Rate,YTD 30D Readmission Rate - D,YTD 30D Readmission Rate - N,Annualized 30D Readmission Rate,Annualized 30D Readmission Rate - D,Annualized 30D Readmission Rate - N,Benchmark 30D Readmission Rate,Benchmark 30D Readm Rate - D,Benchmark 30D Readm Rate - N,YTD 30D Post Discharge ER Rate,YTD 30D Post Discharge ER Rate - D,YTD 30D Post Discharge ER Rate - N,Annualized 30D Post Discharge ER Rate,Annualized 30D Post Discharge ER Rate - D,Annualized 30D Post Discharge ER Rate - N,Benchmark 30D Post Discharge ER Rate,Benchmark 30D ER Rate - D,Benchmark 30D ER Rate - N
65-74,F,High,Acute,Intracranial Hemorrhage,Neurology,Physician28,2,2,0.061933444,0.136253577,0.129765311,0.135501806,1.018910774,0.13806425,0.169377258,2.241603703,0.379676688,0.153979325,2.248630007,0.346242531,0.065701454,1.018910774,0.066943919,0.082126818,2.241603703,0.184095778,0.078216017,2.248630007,0.175878882
65-74,F,High,Acute,Intracranial Hemorrhage,Neurology,Physician29,1,1,0.030966722,0.068126788,0.064882656,0.135501806,0.495236864,0.06710549,0.169377258,1.0895211,0.184540096,0.153979325,1.124315004,0.173121266,0.065701454,0.495236864,0.032537782,0.082126818,1.0895211,0.089478901,0.078216017,1.124315004,0.087939441
65-74,F,High,Acute,Esophagitis,Gastroenterologist,Physician19,2,2,0.133928299,0.294642258,0.280611674,0.119216208,1.07118549,0.127702672,0.14902026,2.356608078,0.351182349,0.135472964,2.360369495,0.319766251,0.070000641,1.07118549,0.074983671,0.087500801,2.356608078,0.206205095,0.083334096,2.360369495,0.196699259
65-74,F,High,Acute,Sepsis,Intensive Care,Physician3,2,2,0.1398098,0.307581559,0.292934818,0.136636883,1.292902613,0.176658183,0.170796103,2.844385748,0.485810002,0.155269185,2.354905843,0.36564431,0.068983354,1.292902613,0.089188759,0.086229193,2.844385748,0.245269087,0.082123041,2.354905843,0.193392029
65-74,F,High,Acute,Seizures,Neurology,Physician28,1,1,0.03770068,0.082941496,0.078991901,0.094728352,0.485008402,0.045944047,0.11841044,1.067018485,0.126346128,0.107645854,1.137417379,0.122438266,0.066762648,0.485008402,0.032380445,0.08345331,1.067018485,0.089046224,0.079479343,1.137417379,0.090401186
65-74,F,High,Acute,Seizures,Neurology,Physician29,1,1,0.03770068,0.082941496,0.078991901,0.094728352,0.479471382,0.045419534,0.11841044,1.05483704,0.124903718,0.107645854,1.137417379,0.122438266,0.066762648,0.479471382,0.032010779,0.08345331,1.05483704,0.088029642,0.079479343,1.137417379,0.090401186
65-74,F,High,Acute,Urinary Tract Infections,Primary Care,Physician14,2,2,0.080971085,0.178136387,0.169653702,0.13237719,1.095619332,0.145035008,0.165471487,2.41036253,0.398846273,0.150428625,2.328063886,0.350207449,0.068808953,1.095619332,0.075388419,0.086011191,2.41036253,0.207318151,0.08191542,2.328063886,0.190704331
65-74,F,High,Acute,Cellulitis,Dermatologist,Physician34,1,1,0.057363263,0.126199178,0.120189693,0.095144104,0.579705188,0.055155531,0.11893013,1.275351415,0.151677709,0.1081183,1.13530255,0.122746981,0.0697721,0.579705188,0.040447248,0.087215125,1.275351415,0.111229933,0.083062024,1.13530255,0.094300527
65-74,F,High,Acute,Small & Large Bowel Procedures,Gastroenterologist,Physician19,1,1,0.041899248,0.092178347,0.087788901,0.109739609,0.533905373,0.058590567,0.137174511,1.174591821,0.161124059,0.124704101,1.102,0.137423919,0.075492012,0.533905373,0.040305591,0.094365015,1.174591821,0.110840375,0.089871443,1.102,0.09903833
65-74,F,High,Acute,Small & Large Bowel Procedures,Gastroenterologist,Physician21,2,2,0.083798497,0.184356693,0.175577803,0.109739609,1.000989305,0.109848175,0.137174511,2.202176472,0.302082481,0.124704101,2.204,0.274847838,0.075492012,1.000989305,0.075566697,0.094365015,2.202176472,0.207808417,0.089871443,2.204,0.198076661
65-74,F,High,Acute,Small & Large Bowel Procedures,Gastroenterologist,Physician18,1,1,0.041899248,0.092178347,0.087788901,0.109739609,0.555683499,0.06098049,0.137174511,1.222503698,0.167696347,0.124704101,1.102,0.137423919,0.075492012,0.555683499,0.041949666,0.094365015,1.222503698,0.11536158,0.089871443,1.102,0.09903833
65-74,F,High,Acute,Acute Myocardial Infarction,Cardiology,Physician26,1,1,0.062459633,0.137411192,0.130867802,0.110116262,0.541666767,0.05964632,0.137645328,1.191666887,0.164027379,0.125132116,1.12084818,0.140254105,0.066733734,0.541666767,0.036147446,0.083417168,1.191666887,0.099405477,0.079444922,1.12084818,0.089045696
65-74,F,High,Acute,Hip & Femur Procedures,Orthopedics,Physician8,2,2,0.091369039,0.201011885,0.191439891,0.12509748,1.035776098,0.12957298,0.15637185,2.278707415,0.356325695,0.142156227,2.204,0.313312325,0.073813455,1.035776098,0.076454213,0.092266819,2.278707415,0.210249085,0.087873161,2.204,0.193672447
65-74,F,High,Acute,Hip & Femur Procedures,Orthopedics,Physician7,1,1,0.045684519,0.100505943,0.095719945,0.12509748,0.557459281,0.069736751,0.15637185,1.226410418,0.191776066,0.142156227,1.102,0.156656163,0.073813455,0.557459281,0.041147996,0.092266819,1.226410418,0.113156988,0.087873161,1.102,0.096836224
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician12,20,20,0.056963685,0.125320106,0.119352482,0.062401391,0.615938414,0.038435414,0.078001738,1.355064511,0.105697387,0.070910671,1.293984109,0.091757282,0.036373828,0.615938414,0.022404038,0.045467285,1.355064511,0.061611104,0.043302176,1.293984109,0.056032327
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician11,6,6,0.017089105,0.037596032,0.035805745,0.062401391,0.188681819,0.011774008,0.078001738,0.415100001,0.032378522,0.070910671,0.388195233,0.027527184,0.036373828,0.188681819,0.00686308,0.045467285,0.415100001,0.01887347,0.043302176,0.388195233,0.016809698
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician14,8,8,0.022785474,0.050128042,0.047740993,0.062401391,0.245383791,0.01531229,0.078001738,0.53984434,0.042108797,0.070910671,0.517593644,0.036702913,0.036373828,0.245383791,0.008925548,0.045467285,0.53984434,0.024545256,0.043302176,0.517593644,0.022412931
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician15,2,2,0.005696368,0.012532011,0.011935248,0.062401391,0.064787826,0.00404285,0.078001738,0.142533216,0.011117839,0.070910671,0.129398411,0.009175728,0.036373828,0.064787826,0.002356581,0.045467285,0.142533216,0.006480598,0.043302176,0.129398411,0.005603233
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician10,10,10,0.028481842,0.062660053,0.059676241,0.062401391,0.319794114,0.019955597,0.078001738,0.70354705,0.054877893,0.070910671,0.646992054,0.045878641,0.036373828,0.319794114,0.011632136,0.045467285,0.70354705,0.031988374,0.043302176,0.646992054,0.028016164
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician13,5,5,0.014240921,0.031330027,0.029838121,0.062401391,0.155883775,0.009727364,0.078001738,0.342944305,0.026750252,0.070910671,0.323496027,0.02293932,0.036373828,0.155883775,0.00567009,0.045467285,0.342944305,0.015592746,0.043302176,0.323496027,0.014008082
65-74,F,High,Chronic,Hyperlipidemia,Primary Care,Physician9,4,4,0.011392737,0.025064021,0.023870496,0.062401391,0.115423791,0.007202605,0.078001738,0.25393234,0.019807164,0.070910671,0.258796822,0.018351456,0.036373828,0.115423791,0.004198405,0.045467285,0.25393234,0.011545614,0.043302176,0.258796822,0.011206465
65-74,F,High,Chronic,Chronic Kidney Disease,Nephrology,Physician38,4,4,0.068172519,0.149979541,0.142837658,0.076869012,0.503451554,0.038699824,0.096086265,1.107593419,0.106424515,0.08735115,1.14,0.099580311,0.032615636,0.503451554,0.016420393,0.040769546,1.107593419,0.04515608,0.038828139,1.14,0.044264078
65-74,F,High,Chronic,Chronic Kidney Disease,Nephrology,Physician39,17,17,0.289733205,0.637413051,0.607060048,0.076869012,2.332599913,0.179304651,0.096086265,5.131719808,0.49308779,0.08735115,4.845,0.423216323,0.032615636,2.332599913,0.076079231,0.040769546,5.131719808,0.209217884,0.038828139,4.845,0.188122332
65-74,F,High,Chronic,Chronic Kidney Disease,Nephrology,Physician36,9,9,0.153388167,0.337453968,0.321384731,0.076869012,1.254012354,0.096394691,0.096086265,2.758827179,0.2650854,0.08735115,2.565,0.2240557,0.032615636,1.254012354,0.040900411,0.040769546,2.758827179,0.11247613,0.038828139,2.565,0.099594176
65-74,F,High,Chronic,Chronic Kidney Disease,Nephrology,Physician37,10,10,0.170431297,0.374948853,0.357094146,0.076869012,1.228804106,0.094456958,0.096086265,2.703369033,0.259756634,0.08735115,2.85,0.248950778,0.032615636,1.228804106,0.040078228,0.040769546,2.703369033,0.110215127,0.038828139,2.85,0.110660195
65-74,F,High,Chronic,Depression ,Primary Care,Physician12,2,2,0.021577819,0.047471203,0.045210669,0.077038542,0.181567014,0.013987658,0.096298177,0.39944743,0.038466059,0.087543797,0.38,0.033266643,0.028971236,0.181567014,0.005260221,0.036214045,0.39944743,0.014465607,0.034489567,0.38,0.013106035
65-74,F,High,Chronic,Depression ,Primary Care,Physician11,7,7,0.075522368,0.16614921,0.158237343,0.077038542,0.652619849,0.050276881,0.096298177,1.435763668,0.138261424,0.087543797,1.33,0.11643325,0.028971236,0.652619849,0.018907204,0.036214045,1.435763668,0.05199481,0.034489567,1.33,0.045871123
65-74,F,High,Chronic,Depression ,Primary Care,Physician16,1,1,0.01078891,0.023735601,0.022605335,0.077038542,0.09122819,0.007028087,0.096298177,0.200702019,0.019327239,0.087543797,0.19,0.016633321,0.028971236,0.09122819,0.002642993,0.036214045,0.200702019,0.007268232,0.034489567,0.19,0.006553018
65-74,F,High,Chronic,Depression ,Primary Care,Physician14,1,1,0.01078891,0.023735601,0.022605335,0.077038542,0.088401054,0.006810288,0.096298177,0.194482319,0.018728293,0.087543797,0.19,0.016633321,0.028971236,0.088401054,0.002561088,0.036214045,0.194482319,0.007042991,0.034489567,0.19,0.006553018
65-74,F,High,Chronic,Depression ,Primary Care,Physician15,3,3,0.032366729,0.071206804,0.067816004,0.077038542,0.28215055,0.021736467,0.096298177,0.620731209,0.059775284,0.087543797,0.57,0.049899964,0.028971236,0.28215055,0.00817425,0.036214045,0.620731209,0.022479188,0.034489567,0.57,0.019659053
65-74,F,High,Chronic,Depression ,Primary Care,Physician10,1,1,0.01078891,0.023735601,0.022605335,0.077038542,0.094396319,0.007272155,0.096298177,0.207671902,0.019998426,0.087543797,0.19,0.016633321,0.028971236,0.094396319,0.002734778,0.036214045,0.207671902,0.00752064,0.034489567,0.19,0.006553018
65-74,F,High,Chronic,Depression ,Primary Care,Physician13,6,6,0.064733458,0.142413609,0.135632008,0.077038542,0.546494243,0.042101119,0.096298177,1.202287335,0.115778079,0.087543797,1.14,0.099799929,0.028971236,0.546494243,0.015832614,0.036214045,1.202287335,0.043539687,0.034489567,1.14,0.039318106
65-74,F,High,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician27,8,8,0.038502653,0.084705837,0.080672226,0.067943544,0.352622077,0.023958394,0.08492943,0.775768569,0.065885582,0.077208573,0.76,0.058678515,0.034197976,0.352622077,0.012058961,0.04274747,0.775768569,0.033162144,0.040711876,0.76,0.030941026
65-74,F,High,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician28,19,19,0.091443802,0.201176364,0.191596537,0.067943544,0.781401302,0.053091174,0.08492943,1.719082865,0.146000727,0.077208573,1.805,0.139361473,0.034197976,0.781401302,0.026722343,0.04274747,1.719082865,0.073486443,0.040711876,1.805,0.073484937
65-74,F,High,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician29,4,4,0.019251327,0.042352919,0.040336113,0.067943544,0.159870054,0.010862138,0.08492943,0.35171412,0.02987088,0.077208573,0.38,0.029339258,0.034197976,0.159870054,0.005467232,0.04274747,0.35171412,0.015034889,0.040711876,0.38,0.015470513
65-74,F,High,Chronic,Hypertension,Primary Care,Physician12,4,4,0.010991962,0.024182317,0.023030778,0.072148963,0.103701163,0.007481931,0.090186203,0.228142558,0.020575311,0.081987458,0.215664018,0.017681745,0.032446645,0.103701163,0.003364755,0.040558306,0.228142558,0.009253076,0.038626958,0.215664018,0.008330445
65-74,F,High,Chronic,Hypertension,Primary Care,Physician11,23,23,0.063203782,0.139048321,0.132426972,0.072148963,0.604581775,0.043619948,0.090186203,1.330079904,0.119954857,0.081987458,1.240068104,0.101670031,0.032446645,0.604581775,0.01961665,0.040558306,1.330079904,0.053945788,0.038626958,1.240068104,0.047900059
65-74,F,High,Chronic,Hypertension,Primary Care,Physician16,6,6,0.016487943,0.036273475,0.034546167,0.072148963,0.156974224,0.011325527,0.090186203,0.345343292,0.0311452,0.081987458,0.323496027,0.026522617,0.032446645,0.156974224,0.005093287,0.040558306,0.345343292,0.014006539,0.038626958,0.323496027,0.012495667
65-74,F,High,Chronic,Hypertension,Primary Care,Physician14,6,6,0.016487943,0.036273475,0.034546167,0.072148963,0.154983725,0.011181915,0.090186203,0.340964196,0.030750266,0.081987458,0.323496027,0.026522617,0.032446645,0.154983725,0.005028702,0.040558306,0.340964196,0.01382893,0.038626958,0.323496027,0.012495667
65-74,F,High,Chronic,Hypertension,Primary Care,Physician15,10,10,0.027479905,0.060455792,0.057576944,0.072148963,0.274440948,0.01980063,0.090186203,0.603770087,0.054451732,0.081987458,0.539160045,0.044204361,0.032446645,0.274440948,0.008904688,0.040558306,0.603770087,0.024487892,0.038626958,0.539160045,0.020826112
65-74,F,High,Chronic,Hypertension,Primary Care,Physician10,12,12,0.032975886,0.07254695,0.069092333,0.072148963,0.330612329,0.023853337,0.090186203,0.727347124,0.065596676,0.081987458,0.646992054,0.053045234,0.032446645,0.330612329,0.010727261,0.040558306,0.727347124,0.029499967,0.038626958,0.646992054,0.024991335
65-74,F,High,Chronic,Hypertension,Primary Care,Physician13,20,20,0.05495981,0.120911583,0.115153889,0.072148963,0.52990517,0.038232108,0.090186203,1.165791375,0.105138298,0.081987458,1.078320091,0.088408723,0.032446645,0.52990517,0.017193645,0.040558306,1.165791375,0.047282523,0.038626958,1.078320091,0.041652225
65-74,F,High,Chronic,Stroke,Cardiology,Physician23,1,1,0.019089092,0.041996002,0.039996193,0.059226586,0.190795458,0.011300164,0.074033233,0.419750007,0.03107545,0.067302939,0.38,0.025575117,0.032113917,0.190795458,0.006127189,0.040142396,0.419750007,0.016849771,0.038230853,0.38,0.014527724
65-74,F,High,Chronic,Stroke,Cardiology,Physician26,9,9,0.171801827,0.37796402,0.359965733,0.059226586,1.670543774,0.098940605,0.074033233,3.675196303,0.272086663,0.067302939,3.42,0.230176051,0.032113917,1.670543774,0.053647704,0.040142396,3.675196303,0.147531185,0.038230853,3.42,0.130749518
65-74,F,High,Chronic,Stroke,Cardiology,Physician24,6,6,0.114534551,0.251976013,0.239977155,0.059226586,1.15061365,0.068146919,0.074033233,2.531350029,0.187404026,0.067302939,2.28,0.153450701,0.032113917,1.15061365,0.036950711,0.040142396,2.531350029,0.101614455,0.038230853,2.28,0.087166346
65-74,F,High,Chronic,Diabetes,Primary Care,Physician12,9,9,0.044193391,0.097225459,0.092595676,0.081916684,0.418465149,0.034279278,0.102395855,0.920623329,0.094268013,0.093087141,0.855,0.079589506,0.030363822,0.418465149,0.012706201,0.037954778,0.920623329,0.034942054,0.036147407,0.855,0.030906033
65-74,F,High,Chronic,Diabetes,Primary Care,Physician11,3,3,0.01473113,0.032408486,0.030865225,0.081916684,0.14260464,0.011681699,0.102395855,0.313730208,0.032124673,0.093087141,0.285,0.026529835,0.030363822,0.14260464,0.004330022,0.037954778,0.313730208,0.01190756,0.036147407,0.285,0.010302011
65-74,F,High,Chronic,Diabetes,Primary Care,Physician14,4,4,0.019641507,0.043211315,0.041153634,0.081916684,0.184537139,0.015116671,0.102395855,0.405981707,0.041570844,0.093087141,0.38,0.035373114,0.030363822,0.184537139,0.005603253,0.037954778,0.405981707,0.015408945,0.036147407,0.38,0.013736015
65-74,F,High,Chronic,Diabetes,Primary Care,Physician15,2,2,0.009820753,0.021605658,0.020576817,0.081916684,0.094881812,0.007772403,0.102395855,0.208739987,0.02137411,0.093087141,0.19,0.017686557,0.030363822,0.094881812,0.002880974,0.037954778,0.208739987,0.00792268,0.036147407,0.19,0.006868007
65-74,F,High,Chronic,Diabetes,Primary Care,Physician10,9,9,0.044193391,0.097225459,0.092595676,0.081916684,0.433280943,0.035492938,0.102395855,0.953218074,0.09760558,0.093087141,0.855,0.079589506,0.030363822,0.433280943,0.013156065,0.037954778,0.953218074,0.03617918,0.036147407,0.855,0.030906033
65-74,F,High,Chronic,Diabetes,Primary Care,Physician13,3,3,0.01473113,0.032408486,0.030865225,0.081916684,0.140618804,0.011519026,0.102395855,0.30936137,0.031677322,0.093087141,0.285,0.026529835,0.030363822,0.140618804,0.004269724,0.037954778,0.30936137,0.011741742,0.036147407,0.285,0.010302011
65-74,F,High,Chronic,Diabetes,Primary Care,Physician9,4,4,0.019641507,0.043211315,0.041153634,0.081916684,0.17560762,0.014385194,0.102395855,0.386336764,0.039559284,0.093087141,0.38,0.035373114,0.030363822,0.17560762,0.005332119,0.037954778,0.386336764,0.014663326,0.036147407,0.38,0.013736015
65-74,F,High,Chronic,Atrial Fibrillation,Cardiology,Physician25,11,11,0.027772237,0.061098921,0.058189449,0.063968536,0.416508183,0.026643419,0.079960669,0.916318004,0.073269401,0.072691518,0.89180732,0.064826828,0.031136633,0.416508183,0.012968662,0.038920791,0.916318004,0.035663822,0.03706742,0.89180732,0.033056997
65-74,F,High,Chronic,Atrial Fibrillation,Cardiology,Physician23,7,7,0.017673242,0.038881132,0.037029649,0.063968536,0.291410534,0.018641105,0.079960669,0.641103175,0.051263039,0.072691518,0.567513749,0.041253436,0.031136633,0.291410534,0.009073543,0.038920791,0.641103175,0.024952243,0.03706742,0.567513749,0.021036271
65-74,F,High,Chronic,Atrial Fibrillation,Cardiology,Physician22,1,1,0.002524749,0.005554447,0.00528995,0.063968536,0.041165098,0.002633271,0.079960669,0.090563215,0.007241495,0.072691518,0.081073393,0.005893348,0.031136633,0.041165098,0.001281743,0.038920791,0.090563215,0.003524792,0.03706742,0.081073393,0.003005182
65-74,F,High,Chronic,Atrial Fibrillation,Cardiology,Physician24,3,3,0.007574246,0.016663342,0.01586985,0.063968536,0.129697276,0.008296545,0.079960669,0.285334007,0.022815498,0.072691518,0.243220178,0.017680044,0.031136633,0.129697276,0.004038336,0.038920791,0.285334007,0.011105425,0.03706742,0.243220178,0.009015545
65-74,F,High,Chronic,COPD,Primary Care,Physician12,3,3,0.038868162,0.085509956,0.081438054,0.070764838,0.290751073,0.020574953,0.088456047,0.639652361,0.056581119,0.080414588,0.57,0.045836315,0.027351415,0.290751073,0.007952453,0.034189268,0.639652361,0.021869246,0.032561208,0.57,0.018559889
65-74,F,High,Chronic,COPD,Primary Care,Physician14,5,5,0.06478027,0.142516594,0.135730089,0.070764838,0.481855367,0.034098417,0.088456047,1.060081808,0.093770646,0.080414588,0.95,0.076393859,0.027351415,0.481855367,0.013179426,0.034189268,1.060081808,0.036243421,0.032561208,0.95,0.030933148
65-74,F,High,Chronic,COPD,Primary Care,Physician10,1,1,0.012956054,0.028503319,0.027146018,0.070764838,0.099926134,0.007071257,0.088456047,0.219837494,0.019445956,0.080414588,0.19,0.015278772,0.027351415,0.099926134,0.002733121,0.034189268,0.219837494,0.007516083,0.032561208,0.19,0.00618663
65-74,F,High,Chronic,COPD,Primary Care,Physician13,3,3,0.038868162,0.085509956,0.081438054,0.070764838,0.293925938,0.020799621,0.088456047,0.646637064,0.057198959,0.080414588,0.57,0.045836315,0.027351415,0.293925938,0.00803929,0.034189268,0.646637064,0.022108048,0.032561208,0.57,0.018559889
65-74,F,High,Chronic,COPD,Primary Care,Physician9,1,1,0.012956054,0.028503319,0.027146018,0.070764838,0.090457563,0.006401215,0.088456047,0.199006638,0.017603341,0.080414588,0.19,0.015278772,0.027351415,0.090457563,0.002474142,0.034189268,0.199006638,0.006803891,0.032561208,0.19,0.00618663
65-74,F,High,Chronic,Heart Failure,Cardiology,Physician25,6,6,0.034162513,0.075157528,0.071578598,0.072881199,0.557157692,0.040606321,0.091101499,1.225746923,0.111667382,0.082819544,1.14,0.094414281,0.031263649,0.557157692,0.017418783,0.039079562,1.225746923,0.047901653,0.03721863,1.14,0.042429238
65-74,F,High,Chronic,Heart Failure,Cardiology,Physician23,7,7,0.039856265,0.087683782,0.083508364,0.072881199,0.705922414,0.051448472,0.091101499,1.553029311,0.141483298,0.082819544,1.33,0.110149994,0.031263649,0.705922414,0.022069711,0.039079562,1.553029311,0.060691705,0.03721863,1.33,0.049500778
65-74,F,High,Chronic,Heart Failure,Cardiology,Physician26,16,16,0.091100034,0.200420074,0.190876261,0.072881199,1.605101099,0.116981693,0.091101499,3.531222417,0.321699655,0.082819544,3.04,0.251771415,0.031263649,1.605101099,0.050181318,0.039079562,3.531222417,0.137998624,0.03721863,3.04,0.113144636
65-74,F,High,Chronic,Heart Failure,Cardiology,Physician24,15,15,0.085406281,0.187893819,0.178946494,0.072881199,1.565229876,0.11407583,0.091101499,3.443505727,0.313708533,0.082819544,2.85,0.236035702,0.031263649,1.565229876,0.048934798,0.039079562,3.443505727,0.134570695,0.03721863,2.85,0.106073096
65-74,F,High,Chronic,Arthritis,Primary Care,Physician12,4,4,0.028826162,0.063417557,0.060397674,0.063431674,0.338905361,0.021497334,0.079289592,0.745591795,0.059117669,0.072081447,0.76,0.0547819,0.036444756,0.338905361,0.012351323,0.045555945,0.745591795,0.033966139,0.043386614,0.76,0.032973827
65-74,F,High,Chronic,Arthritis,Primary Care,Physician11,7,7,0.050445784,0.110980725,0.105695929,0.063431674,0.618999934,0.039264202,0.079289592,1.361799854,0.107976555,0.072081447,1.33,0.095868325,0.036444756,0.618999934,0.022559302,0.045555945,1.361799854,0.062038079,0.043386614,1.33,0.057704197
65-74,F,High,Chronic,Arthritis,Primary Care,Physician14,4,4,0.028826162,0.063417557,0.060397674,0.063431674,0.33222668,0.021073694,0.079289592,0.730898696,0.057952659,0.072081447,0.76,0.0547819,0.036444756,0.33222668,0.01210792,0.045555945,0.730898696,0.033296781,0.043386614,0.76,0.032973827
65-74,F,High,Chronic,Arthritis,Primary Care,Physician15,2,2,0.014413081,0.031708779,0.030198837,0.063431674,0.178886358,0.011347061,0.079289592,0.393549987,0.031204418,0.072081447,0.38,0.02739095,0.036444756,0.178886358,0.00651947,0.045555945,0.393549987,0.017928542,0.043386614,0.38,0.016486913
65-74,F,High,Chronic,Arthritis,Primary Care,Physician10,7,7,0.050445784,0.110980725,0.105695929,0.063431674,0.62394643,0.039577966,0.079289592,1.372682146,0.108839407,0.072081447,1.33,0.095868325,0.036444756,0.62394643,0.022739575,0.045555945,1.372682146,0.062533833,0.043386614,1.33,0.057704197
65-74,F,High,Chronic,Arthritis,Primary Care,Physician13,9,9,0.064858866,0.142689504,0.135894766,0.063431674,0.785240434,0.049809115,0.079289592,1.727528955,0.136975066,0.072081447,1.71,0.123259275,0.036444756,0.785240434,0.028617896,0.045555945,1.727528955,0.078699214,0.043386614,1.71,0.074191111
65-74,F,High,Chronic,Ischemic Heart Disease,Cardiology,Physician25,17,17,0.086415025,0.190113055,0.181060053,0.080873229,0.714344328,0.057771332,0.101091536,1.571557521,0.158871164,0.091901396,1.615,0.148420755,0.029132557,0.714344328,0.020810677,0.036415697,1.571557521,0.057229362,0.034681616,1.615,0.05601081
